total_SBA,540,7a,ESTAB,GEO_ID,mean_agi,ZIPCODE,SBA_per_Small,540_per_Small,7a_per_Small,tot_ratio_buckets,tot_ratio_buckets_rank,_540_ratio_buckets,_540_ratio_buckets_rank,_7a_ratio_buckets,_7a_ratio_buckets_rank,mean_agi_buckets,mean_agi_buckets_rank
1,,1.0,214.0,8610000US95212,42126.0,95212,0.00467289719626,,0.00467289719626,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
2,,2.0,473.0,8610000US95219,63670.0,95219,0.00422832980973,,0.00422832980973,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(58591, 72552]",6.0
1,,1.0,1086.0,8610000US95240,34645.0,95240,0.000920810313076,,0.000920810313076,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(31958.75, 36760]",2.0
2,1.0,1.0,476.0,8610000US95242,48940.0,95242,0.00420168067227,0.00210084033613,0.00210084033613,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
3,1.0,2.0,456.0,8610000US95304,55047.0,95304,0.00657894736842,0.00219298245614,0.00438596491228,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,"(0.0019, 0.0323]",2.0,"(49963, 58591]",5.0
1,,1.0,34.0,8610000US95310,36183.0,95310,0.0294117647059,,0.0294117647059,"(0.0192, 0.111]",3.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
1,,1.0,269.0,8610000US95330,36278.0,95330,0.00371747211896,,0.00371747211896,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
1,,1.0,,,,95331,,,,,,,,,,,
1,,1.0,759.0,8610000US95336,38706.0,95336,0.00131752305665,,0.00131752305665,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,437.0,8610000US95337,42291.0,95337,0.00228832951945,,0.00228832951945,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
1,1.0,,162.0,8610000US95341,23561.0,95341,0.00617283950617,0.00617283950617,,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,,,"[18558, 31958.75]",1.0
1,,1.0,639.0,8610000US95351,23202.0,95351,0.00156494522692,,0.00156494522692,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"[18558, 31958.75]",1.0
1,,1.0,740.0,8610000US95355,42622.0,95355,0.00135135135135,,0.00135135135135,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,930.0,8610000US95356,56301.0,95356,0.0010752688172,,0.0010752688172,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(49963, 58591]",5.0
1,,1.0,179.0,8610000US95357,44205.0,95357,0.00558659217877,,0.00558659217877,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
1,,1.0,107.0,8610000US95360,30356.0,95360,0.00934579439252,,0.00934579439252,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"[18558, 31958.75]",1.0
3,,3.0,610.0,8610000US95361,45670.0,95361,0.00491803278689,,0.00491803278689,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
1,,1.0,230.0,8610000US95367,35145.0,95367,0.00434782608696,,0.00434782608696,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
1,,1.0,150.0,8610000US95368,36112.0,95368,0.00666666666667,,0.00666666666667,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
8,3.0,5.0,887.0,8610000US95376,37550.0,95376,0.00901916572717,0.00338218714769,0.00563697857948,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
7,,7.0,297.0,8610000US95377,47810.0,95377,0.023569023569,,0.023569023569,"(0.0192, 0.111]",3.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
1,,1.0,1046.0,8610000US95380,31607.0,95380,0.000956022944551,,0.000956022944551,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"[18558, 31958.75]",1.0
1,,1.0,72.0,8610000US95391,60278.0,95391,0.0138888888889,,0.0138888888889,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(58591, 72552]",6.0
274,39.0,235.0,1219.0,8610000US95401,40924.0,95401,0.22477440525,0.0319934372436,0.192780968007,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
22,4.0,18.0,40.0,8610000US95402,,95402,0.55,0.1,0.45,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.3, 4]",8.0,,
303,52.0,251.0,1439.0,8610000US95403,50743.0,95403,0.210562890896,0.0361362056984,0.174426685198,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
241,30.0,211.0,1152.0,8610000US95404,64189.0,95404,0.209201388889,0.0260416666667,0.183159722222,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
132,15.0,117.0,687.0,8610000US95405,54948.0,95405,0.192139737991,0.0218340611354,0.170305676856,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
6,,6.0,22.0,8610000US95406,,95406,0.272727272727,,0.272727272727,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,,
245,44.0,201.0,918.0,8610000US95407,31353.0,95407,0.26688453159,0.0479302832244,0.218954248366,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"[18558, 31958.75]",1.0
2,,2.0,,,,95408,,,,,,,,,,,
55,6.0,49.0,366.0,8610000US95409,58700.0,95409,0.150273224044,0.016393442623,0.133879781421,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
6,,6.0,20.0,8610000US95410,41828.0,95410,0.3,,0.3,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
1,,1.0,,,,95411,,,,,,,,,,,
1,,1.0,,,,95414,,,,,,,,,,,
7,1.0,6.0,45.0,8610000US95415,33829.0,95415,0.155555555556,0.0222222222222,0.133333333333,"(0.111, 0.163]",4.0,"(0.0202, 0.0273]",4.0,"(0.108, 0.146]",4.0,"(31958.75, 36760]",2.0
1,,1.0,9.0,8610000US95416,,95416,0.111111111111,,0.111111111111,"(0.0192, 0.111]",3.0,,,"(0.108, 0.146]",4.0,,
1,,1.0,2.0,8610000US95419,,95419,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
3,,3.0,10.0,8610000US95420,,95420,0.3,,0.3,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,,
13,1.0,12.0,39.0,8610000US95421,42473.0,95421,0.333333333333,0.025641025641,0.307692307692,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.3, 4]",8.0,"(36760, 43085]",3.0
44,3.0,41.0,190.0,8610000US95422,23106.0,95422,0.231578947368,0.0157894736842,0.215789473684,"(0.201, 0.25]",6.0,"(0.0145, 0.0202]",3.0,"(0.178, 0.222]",6.0,"[18558, 31958.75]",1.0
12,,12.0,32.0,8610000US95423,26852.0,95423,0.375,,0.375,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,"[18558, 31958.75]",1.0
3,,3.0,3.0,8610000US95424,,95424,1.0,,1.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
53,9.0,44.0,225.0,8610000US95425,42323.0,95425,0.235555555556,0.04,0.195555555556,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
3,,3.0,25.0,8610000US95426,,95426,0.12,,0.12,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,,
3,1.0,2.0,31.0,8610000US95428,27194.0,95428,0.0967741935484,0.0322580645161,0.0645161290323,"(0.0192, 0.111]",3.0,"(0.0273, 0.0391]",5.0,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
3,,3.0,13.0,8610000US95430,,95430,0.230769230769,,0.230769230769,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
6,,6.0,20.0,8610000US95432,38472.0,95432,0.3,,0.3,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
4,,4.0,5.0,8610000US95433,,95433,0.8,,0.8,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,7.0,8610000US95435,,95435,0.142857142857,,0.142857142857,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,,
18,3.0,15.0,94.0,8610000US95436,48975.0,95436,0.191489361702,0.031914893617,0.159574468085,"(0.163, 0.201]",5.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
100,12.0,88.0,472.0,8610000US95437,33385.0,95437,0.21186440678,0.0254237288136,0.186440677966,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(31958.75, 36760]",2.0
4,,4.0,,,,95438,,,,,,,,,,,
4,1.0,3.0,27.0,8610000US95439,46096.0,95439,0.148148148148,0.037037037037,0.111111111111,"(0.111, 0.163]",4.0,"(0.0273, 0.0391]",5.0,"(0.108, 0.146]",4.0,"(43085, 49963]",4.0
1,,1.0,,,,95440,,,,,,,,,,,
10,3.0,7.0,75.0,8610000US95441,49561.0,95441,0.133333333333,0.04,0.0933333333333,"(0.111, 0.163]",4.0,"(0.0391, 0.0535]",6.0,"(0.0323, 0.108]",3.0,"(43085, 49963]",4.0
22,4.0,18.0,104.0,8610000US95442,86941.0,95442,0.211538461538,0.0384615384615,0.173076923077,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
2,,2.0,4.0,8610000US95443,,95443,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
10,,10.0,21.0,8610000US95444,53312.0,95444,0.47619047619,,0.47619047619,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,"(49963, 58591]",5.0
19,1.0,18.0,102.0,8610000US95445,45350.0,95445,0.186274509804,0.00980392156863,0.176470588235,"(0.163, 0.201]",5.0,"(0.00659, 0.0145]",2.0,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
45,6.0,39.0,106.0,8610000US95446,40608.0,95446,0.424528301887,0.0566037735849,0.367924528302,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.3, 4]",8.0,"(36760, 43085]",3.0
164,22.0,142.0,762.0,8610000US95448,66591.0,95448,0.215223097113,0.0288713910761,0.186351706037,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
11,4.0,7.0,33.0,8610000US95449,35539.0,95449,0.333333333333,0.121212121212,0.212121212121,"(0.25, 0.333]",7.0,"(0.1, 1]",8.0,"(0.178, 0.222]",6.0,"(31958.75, 36760]",2.0
6,,6.0,18.0,8610000US95450,68434.0,95450,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,"(58591, 72552]",6.0
19,2.0,17.0,144.0,8610000US95451,34703.0,95451,0.131944444444,0.0138888888889,0.118055555556,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"(31958.75, 36760]",2.0
10,1.0,9.0,55.0,8610000US95452,122149.0,95452,0.181818181818,0.0181818181818,0.163636363636,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(113143.25, 1015625]",8.0
47,6.0,41.0,351.0,8610000US95453,37147.0,95453,0.133903133903,0.017094017094,0.116809116809,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(36760, 43085]",3.0
5,1.0,4.0,54.0,8610000US95454,27168.0,95454,0.0925925925926,0.0185185185185,0.0740740740741,"(0.0192, 0.111]",3.0,"(0.0145, 0.0202]",3.0,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
18,3.0,15.0,19.0,8610000US95456,37804.0,95456,0.947368421053,0.157894736842,0.789473684211,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,"(36760, 43085]",3.0
9,,9.0,64.0,8610000US95457,32272.0,95457,0.140625,,0.140625,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,"(31958.75, 36760]",2.0
3,2.0,1.0,18.0,8610000US95458,27010.0,95458,0.166666666667,0.111111111111,0.0555555555556,"(0.163, 0.201]",5.0,"(0.1, 1]",8.0,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
3,1.0,2.0,9.0,8610000US95459,34256.0,95459,0.333333333333,0.111111111111,0.222222222222,"(0.25, 0.333]",7.0,"(0.1, 1]",8.0,"(0.178, 0.222]",6.0,"(31958.75, 36760]",2.0
44,7.0,37.0,135.0,8610000US95460,48575.0,95460,0.325925925926,0.0518518518519,0.274074074074,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.222, 0.3]",7.0,"(43085, 49963]",4.0
29,3.0,26.0,110.0,8610000US95461,33544.0,95461,0.263636363636,0.0272727272727,0.236363636364,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
12,3.0,9.0,25.0,8610000US95462,40917.0,95462,0.48,0.12,0.36,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,"(36760, 43085]",3.0
6,1.0,5.0,22.0,8610000US95464,24650.0,95464,0.272727272727,0.0454545454545,0.227272727273,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
4,2.0,2.0,51.0,8610000US95465,53651.0,95465,0.078431372549,0.0392156862745,0.0392156862745,"(0.0192, 0.111]",3.0,"(0.0391, 0.0535]",6.0,"(0.0323, 0.108]",3.0,"(49963, 58591]",5.0
7,1.0,6.0,41.0,8610000US95466,37135.0,95466,0.170731707317,0.0243902439024,0.146341463415,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.108, 0.146]",4.0,"(36760, 43085]",3.0
4,,4.0,47.0,8610000US95467,42878.0,95467,0.0851063829787,,0.0851063829787,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(36760, 43085]",3.0
3,,3.0,37.0,8610000US95468,30671.0,95468,0.0810810810811,,0.0810810810811,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
2,,2.0,25.0,8610000US95469,37890.0,95469,0.08,,0.08,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(36760, 43085]",3.0
4,1.0,3.0,91.0,8610000US95470,39644.0,95470,0.043956043956,0.010989010989,0.032967032967,"(0.0192, 0.111]",3.0,"(0.00659, 0.0145]",2.0,"(0.0323, 0.108]",3.0,"(36760, 43085]",3.0
163,26.0,137.0,903.0,8610000US95472,58165.0,95472,0.180509413068,0.0287929125138,0.151716500554,"(0.163, 0.201]",5.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
4,,4.0,23.0,8610000US95473,,95473,0.173913043478,,0.173913043478,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,,
1,,1.0,,,,95474,,,,,,,,,,,
164,22.0,142.0,1165.0,8610000US95476,67514.0,95476,0.140772532189,0.0188841201717,0.121888412017,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
1,,1.0,2.0,8610000US95480,,95480,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
117,13.0,104.0,987.0,8610000US95482,37165.0,95482,0.118541033435,0.0131712259372,0.105369807497,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.0323, 0.108]",3.0,"(36760, 43085]",3.0
10,1.0,9.0,34.0,8610000US95485,27694.0,95485,0.294117647059,0.0294117647059,0.264705882353,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
1,1.0,,2.0,8610000US95487,,95487,0.5,0.5,,"(0.333, 5]",8.0,"(0.1, 1]",8.0,,,,
7,2.0,5.0,8.0,8610000US95488,,95488,0.875,0.25,0.625,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
2,1.0,1.0,,,,95489,,,,,,,,,,,
39,3.0,36.0,292.0,8610000US95490,31458.0,95490,0.133561643836,0.0102739726027,0.123287671233,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"[18558, 31958.75]",1.0
129,22.0,107.0,559.0,8610000US95492,51397.0,95492,0.230769230769,0.0393559928444,0.191413237925,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
5,,5.0,7.0,8610000US95494,54150.0,95494,0.714285714286,,0.714285714286,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,"(49963, 58591]",5.0
1,1.0,,,,,95496,,,,,,,,,,,
4,1.0,3.0,24.0,8610000US95497,,95497,0.166666666667,0.0416666666667,0.125,"(0.163, 0.201]",5.0,"(0.0391, 0.0535]",6.0,"(0.108, 0.146]",4.0,,
1,,1.0,,,,95498,,,,,,,,,,,
246,27.0,219.0,1015.0,8610000US95501,31808.0,95501,0.24236453202,0.0266009852217,0.215763546798,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"[18558, 31958.75]",1.0
3,1.0,2.0,21.0,8610000US95502,,95502,0.142857142857,0.047619047619,0.0952380952381,"(0.111, 0.163]",4.0,"(0.0391, 0.0535]",6.0,"(0.0323, 0.108]",3.0,,
48,8.0,40.0,323.0,8610000US95503,38845.0,95503,0.148606811146,0.0247678018576,0.123839009288,"(0.111, 0.163]",4.0,"(0.0202, 0.0273]",4.0,"(0.108, 0.146]",4.0,"(36760, 43085]",3.0
2,1.0,1.0,,,,95512,,,,,,,,,,,
5,,5.0,11.0,8610000US95518,,95518,0.454545454545,,0.454545454545,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
37,6.0,31.0,227.0,8610000US95519,38580.0,95519,0.162995594714,0.0264317180617,0.136563876652,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.108, 0.146]",4.0,"(36760, 43085]",3.0
181,18.0,163.0,616.0,8610000US95521,33280.0,95521,0.293831168831,0.0292207792208,0.26461038961,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
5,,5.0,26.0,8610000US95524,60780.0,95524,0.192307692308,,0.192307692308,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
15,1.0,14.0,27.0,8610000US95525,34523.0,95525,0.555555555556,0.037037037037,0.518518518519,"(0.333, 5]",8.0,"(0.0273, 0.0391]",5.0,"(0.3, 4]",8.0,"(31958.75, 36760]",2.0
6,1.0,5.0,9.0,8610000US95526,25770.0,95526,0.666666666667,0.111111111111,0.555555555556,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,"[18558, 31958.75]",1.0
4,,4.0,14.0,8610000US95528,32201.0,95528,0.285714285714,,0.285714285714,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
56,6.0,50.0,384.0,8610000US95531,33482.0,95531,0.145833333333,0.015625,0.130208333333,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(31958.75, 36760]",2.0
1,,1.0,1.0,8610000US95534,,95534,1.0,,1.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
32,4.0,28.0,71.0,8610000US95536,38696.0,95536,0.450704225352,0.056338028169,0.394366197183,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.3, 4]",8.0,"(36760, 43085]",3.0
1,1.0,,3.0,8610000US95537,,95537,0.333333333333,0.333333333333,,"(0.25, 0.333]",7.0,"(0.1, 1]",8.0,,,,
2,,2.0,2.0,8610000US95538,,95538,1.0,,1.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
76,12.0,64.0,302.0,8610000US95540,36271.0,95540,0.251655629139,0.0397350993377,0.211920529801,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(31958.75, 36760]",2.0
19,1.0,18.0,99.0,8610000US95542,38676.0,95542,0.191919191919,0.010101010101,0.181818181818,"(0.163, 0.201]",5.0,"(0.00659, 0.0145]",2.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
2,,2.0,6.0,8610000US95543,34230.0,95543,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,"(31958.75, 36760]",2.0
3,,3.0,13.0,8610000US95547,40914.0,95547,0.230769230769,,0.230769230769,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
3,1.0,2.0,12.0,8610000US95548,25275.0,95548,0.25,0.0833333333333,0.166666666667,"(0.201, 0.25]",6.0,"(0.0535, 0.1]",7.0,"(0.146, 0.178]",5.0,"[18558, 31958.75]",1.0
2,,2.0,10.0,8610000US95549,46160.0,95549,0.2,,0.2,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
5,,5.0,21.0,8610000US95551,38811.0,95551,0.238095238095,,0.238095238095,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
2,1.0,1.0,8.0,8610000US95553,,95553,0.25,0.125,0.125,"(0.201, 0.25]",6.0,"(0.1, 1]",8.0,"(0.108, 0.146]",4.0,,
3,1.0,2.0,7.0,8610000US95554,22866.0,95554,0.428571428571,0.142857142857,0.285714285714,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
3,,3.0,11.0,8610000US95555,,95555,0.272727272727,,0.272727272727,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,,
2,1.0,1.0,6.0,8610000US95556,,95556,0.333333333333,0.166666666667,0.166666666667,"(0.25, 0.333]",7.0,"(0.1, 1]",8.0,"(0.146, 0.178]",5.0,,
3,,3.0,10.0,8610000US95558,27966.0,95558,0.3,,0.3,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
1,,1.0,4.0,8610000US95559,,95559,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
12,1.0,11.0,70.0,8610000US95560,29350.0,95560,0.171428571429,0.0142857142857,0.157142857143,"(0.163, 0.201]",5.0,"(0.00659, 0.0145]",2.0,"(0.146, 0.178]",5.0,"[18558, 31958.75]",1.0
6,,6.0,34.0,8610000US95562,26055.0,95562,0.176470588235,,0.176470588235,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,"[18558, 31958.75]",1.0
1,,1.0,14.0,8610000US95564,24726.0,95564,0.0714285714286,,0.0714285714286,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
3,,3.0,10.0,8610000US95565,26766.0,95565,0.3,,0.3,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
3,1.0,2.0,19.0,8610000US95567,32401.0,95567,0.157894736842,0.0526315789474,0.105263157895,"(0.111, 0.163]",4.0,"(0.0391, 0.0535]",6.0,"(0.0323, 0.108]",3.0,"(31958.75, 36760]",2.0
2,1.0,1.0,3.0,8610000US95569,,95569,0.666666666667,0.333333333333,0.333333333333,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
9,2.0,7.0,50.0,8610000US95570,41061.0,95570,0.18,0.04,0.14,"(0.163, 0.201]",5.0,"(0.0391, 0.0535]",6.0,"(0.108, 0.146]",4.0,"(36760, 43085]",3.0
1,,1.0,3.0,8610000US95571,,95571,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,,
8,2.0,6.0,45.0,8610000US95573,34325.0,95573,0.177777777778,0.0444444444444,0.133333333333,"(0.163, 0.201]",5.0,"(0.0391, 0.0535]",6.0,"(0.108, 0.146]",4.0,"(31958.75, 36760]",2.0
1,,1.0,,,,95584,,,,,,,,,,,
2,1.0,1.0,6.0,8610000US95585,18558.0,95585,0.333333333333,0.166666666667,0.166666666667,"(0.25, 0.333]",7.0,"(0.1, 1]",8.0,"(0.146, 0.178]",5.0,"[18558, 31958.75]",1.0
2,,2.0,4.0,8610000US95587,,95587,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
11,3.0,8.0,27.0,8610000US95589,28547.0,95589,0.407407407407,0.111111111111,0.296296296296,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.222, 0.3]",7.0,"[18558, 31958.75]",1.0
2,,2.0,9.0,8610000US95601,,95601,0.222222222222,,0.222222222222,"(0.201, 0.25]",6.0,,,"(0.178, 0.222]",6.0,,
2,,2.0,423.0,8610000US95602,54608.0,95602,0.00472813238771,,0.00472813238771,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(49963, 58591]",5.0
2,,2.0,1108.0,8610000US95603,50346.0,95603,0.00180505415162,,0.00180505415162,"(0.00178, 0.0192]",2.0,,,"[0.000244, 0.0019]",1.0,"(49963, 58591]",5.0
1,,1.0,39.0,8610000US95604,,95604,0.025641025641,,0.025641025641,"(0.0192, 0.111]",3.0,,,"(0.0019, 0.0323]",2.0,,
1,1.0,,239.0,8610000US95605,30918.0,95605,0.00418410041841,0.00418410041841,,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,,,"[18558, 31958.75]",1.0
2,1.0,1.0,1010.0,8610000US95608,53096.0,95608,0.0019801980198,0.000990099009901,0.000990099009901,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,"[0.000244, 0.0019]",1.0,"(49963, 58591]",5.0
1,,1.0,14.0,8610000US95609,,95609,0.0714285714286,,0.0714285714286,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
1,,1.0,895.0,8610000US95610,34517.0,95610,0.00111731843575,,0.00111731843575,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(31958.75, 36760]",2.0
1,,1.0,10.0,8610000US95611,,95611,0.1,,0.1,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
1,,1.0,26.0,8610000US95612,80058.0,95612,0.0384615384615,,0.0384615384615,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(72552, 113143.25]",7.0
